"Station,Date,Time,Dir,Spd,DirStdDev,SpdStdDev,Period,Freq"
"39915,20220101,0000,196,12.3,3.1,1.1,1,H"
"39915,20220101,0100,194,12.4,2.9,1.2,1,H"
"39915,20220101,0200,194,11.9,2.6,1.0,1,H"
"39915,20220101,0300,194,11.6,2.6,1.3,1,H"
"39915,20220101,0400,196,10.9,2.5,1.0,1,H"
"39915,20220101,0500,195,9.7,2.6,0.9,1,H"
"39915,20220101,0600,196,10.1,2.9,0.7,1,H"
"39915,20220101,0700,200,9.4,4.9,1.4,1,H"
"39915,20220101,0800,195,9.7,6.9,1.3,1,H"
"39915,20220101,0900,201,10.6,8.1,1.4,1,H"
"39915,20220101,1000,197,10.4,8.9,1.3,1,H"
"39915,20220101,1100,198,10.9,8.3,1.5,1,H"
"39915,20220101,1200,201,11.2,9.2,1.4,1,H"
"39915,20220101,1300,199,12.4,6.9,1.4,1,H"
"39915,20220101,1400,202,10.9,8.4,1.6,1,H"
"39915,20220101,1500,204,11.3,7.8,1.5,1,H"
"39915,20220101,1600,201,12.6,8.7,1.6,1,H"
"39915,20220101,1700,201,12.0,7.6,1.9,1,H"
"39915,20220101,1800,201,10.8,8.6,1.8,1,H"
"39915,20220101,1900,198,12.2,3.9,1.1,1,H"
"39915,20220101,2000,191,11.4,4.8,1.8,1,H"
"39915,20220101,2100,184,10.9,2.9,0.9,1,H"
"39915,20220101,2200,181,8.3,4.7,1.2,1,H"
"39915,20220101,2300,171,7.2,15.2,2.2,1,H"
"39915,20220102,0000,124,2.2,30.3,1.0,1,H"
"39915,20220102,0100,89,5.4,9.3,1.1,1,H"
"39915,20220102,0200,76,9.2,3.1,1.2,1,H"
"39915,20220102,0300,73,11.4,1.1,0.4,1,H"
"39915,20220102,0400,69,10.8,1.8,1.0,1,H"
"39915,20220102,0500,71,10.1,2.6,0.5,1,H"
"39915,20220102,0600,75,9.8,2.0,0.7,1,H"
"39915,20220102,0700,74,10.2,1.8,0.8,1,H"
"39915,20220102,0800,71,8.5,2.8,1.1,1,H"
"39915,20220102,0900,69,7.7,2.9,0.5,1,H"
"39915,20220102,1000,71,8.0,3.9,0.7,1,H"
"39915,20220102,1100,66,8.7,3.1,0.6,1,H"
"39915,20220102,1200,63,9.5,3.8,0.7,1,H"
"39915,20220102,1300,61,9.5,4.9,0.9,1,H"
"39915,20220102,1400,60,10.2,4.6,0.9,1,H"
"39915,20220102,1500,62,10.9,4.1,1.1,1,H"
"39915,20220102,1600,65,11.8,3.6,1.0,1,H"
"39915,20220102,1700,64,10.2,3.7,0.7,1,H"
"39915,20220102,1800,60,9.7,4.4,0.7,1,H"
"39915,20220102,1900,56,8.8,4.9,0.8,1,H"
"39915,20220102,2000,54,9.0,3.5,0.8,1,H"
"39915,20220102,2100,61,10.2,4.0,0.9,1,H"
"39915,20220102,2200,66,9.4,2.0,1.0,1,H"
"39915,20220102,2300,67,8.4,3.0,0.6,1,H"
"39915,20220103,0000,70,7.7,2.4,0.5,1,H"
"39915,20220103,0100,71,7.1,3.3,0.7,1,H"
"39915,20220103,0200,71,7.5,2.5,0.5,1,H"
"39915,20220103,0300,77,7.7,3.2,0.7,1,H"
"39915,20220103,0400,80,7.4,2.4,0.7,1,H"
"39915,20220103,0500,79,6.6,2.8,0.7,1,H"
"39915,20220103,0600,80,6.1,1.9,0.6,1,H"
"39915,20220103,0700,80,5.9,2.0,0.6,1,H"
"39915,20220103,0800,77,7.0,5.4,1.4,1,H"
"39915,20220103,0900,79,5.1,9.2,1.1,1,H"
"39915,20220103,1000,77,4.8,8.5,0.9,1,H"
"39915,20220103,1100,73,4.7,10.5,0.9,1,H"
"39915,20220103,1200,53,4.8,12.8,0.9,1,H"
"39915,20220103,1300,23,3.9,13.6,0.8,1,H"
"39915,20220103,1400,34,3.4,16.6,0.8,1,H"
"39915,20220103,1500,41,2.8,18.8,0.8,1,H"
"39915,20220103,1600,78,2.1,59.3,1.3,1,H"
"39915,20220103,1700,185,4.1,64.2,2.2,1,H"
"39915,20220103,1800,192,6.5,6.0,0.8,1,H"
"39915,20220103,1900,191,6.5,5.7,0.8,1,H"
"39915,20220103,2000,197,8.9,4.2,1.0,1,H"
"39915,20220103,2100,198,9.1,3.3,0.9,1,H"
"39915,20220103,2200,197,7.8,2.6,0.5,1,H"
"39915,20220103,2300,198,6.1,4.7,1.2,1,H"
"39915,20220104,0000,201,6.0,4.0,0.6,1,H"
"39915,20220104,0100,195,4.8,4.7,0.6,1,H"
"39915,20220104,0200,194,3.7,6.1,0.7,1,H"
"39915,20220104,0300,207,4.0,4.4,0.3,1,H"
"39915,20220104,0400,206,4.3,4.6,0.7,1,H"
"39915,20220104,0500,200,3.5,7.4,0.8,1,H"
"39915,20220104,0600,178,2.1,9.1,0.3,1,H"
"39915,20220104,0700,165,1.4,8.9,0.4,1,H"
"39915,20220104,0800,136,1.0,32.0,0.6,1,H"
"39915,20220104,0900,109,1.1,22.6,0.8,1,H"
"39915,20220104,1000,104,1.0,34.0,0.9,1,H"
"39915,20220104,1100,46,2.6,13.7,1.2,1,H"
"39915,20220104,1200,37,2.4,11.7,0.8,1,H"
"39915,20220104,1300,41,3.1,12.4,0.9,1,H"
"39915,20220104,1400,31,2.2,17.3,1.0,1,H"
"39915,20220104,1500,57,2.7,35.4,0.9,1,H"
"39915,20220104,1600,187,2.3,32.3,1.7,1,H"
"39915,20220104,1700,185,4.3,11.3,0.8,1,H"
"39915,20220104,1800,177,2.2,21.8,1.0,1,H"
"39915,20220104,1900,185,2.3,18.4,0.8,1,H"
"39915,20220104,2000,196,2.8,16.3,0.9,1,H"
"39915,20220104,2100,180,3.5,12.5,0.9,1,H"
"39915,20220104,2200,190,3.3,12.1,1.1,1,H"
"39915,20220104,2300,198,6.1,5.4,1.1,1,H"
"39915,20220105,0000,169,2.8,18.9,1.4,1,H"
"39915,20220105,0100,104,1.5,24.0,1.0,1,H"
"39915,20220105,0200,155,2.3,28.8,1.1,1,H"
"39915,20220105,0300,170,2.5,15.0,1.1,1,H"
"39915,20220105,0400,170,2.3,11.8,0.8,1,H"
"39915,20220105,0500,179,2.7,5.9,0.6,1,H"
"39915,20220105,0600,183,3.5,6.6,0.9,1,H"
"39915,20220105,0700,193,6.1,5.8,0.8,1,H"
"39915,20220105,0800,185,4.5,9.9,1.0,1,H"
"39915,20220105,0900,196,4.9,13.0,0.8,1,H"
"39915,20220105,1000,197,5.2,12.7,1.1,1,H"
"39915,20220105,1100,193,5.9,9.4,1.0,1,H"
"39915,20220105,1200,194,5.3,11.6,1.2,1,H"
"39915,20220105,1300,196,6.2,10.8,1.2,1,H"
"39915,20220105,1400,196,7.4,6.5,1.0,1,H"
"39915,20220105,1500,198,9.1,5.9,1.0,1,H"
"39915,20220105,1600,200,8.5,5.7,1.2,1,H"
"39915,20220105,1700,204,10.1,5.4,1.1,1,H"
"39915,20220105,1800,208,8.1,5.4,0.8,1,H"
"39915,20220105,1900,211,8.9,5.2,1.0,1,H"
"39915,20220105,2000,213,9.7,5.2,1.0,1,H"
"39915,20220105,2100,209,9.7,4.3,0.9,1,H"
"39915,20220105,2200,212,9.8,4.9,1.2,1,H"
"39915,20220105,2300,215,9.2,4.4,0.9,1,H"
"39915,20220106,0000,204,12.1,4.4,1.2,1,H"
"39915,20220106,0100,197,9.2,4.4,1.3,1,H"
"39915,20220106,0200,203,9.0,7.4,1.2,1,H"
"39915,20220106,0300,212,7.7,6.5,1.3,1,H"
"39915,20220106,0400,208,7.9,6.8,0.7,1,H"
"39915,20220106,0500,208,8.7,7.1,0.8,1,H"
"39915,20220106,0600,203,7.4,5.4,1.5,1,H"
"39915,20220106,0700,222,5.3,11.9,0.7,1,H"
"39915,20220106,0800,213,5.9,8.6,1.0,1,H"
"39915,20220106,0900,206,7.6,8.1,1.8,1,H"
"39915,20220106,1000,207,5.1,13.8,1.0,1,H"
"39915,20220106,1100,206,5.4,16.4,1.2,1,H"
"39915,20220106,1200,196,7.9,6.7,1.5,1,H"
"39915,20220106,1300,198,8.9,7.5,1.0,1,H"
"39915,20220106,1400,203,8.7,9.3,1.2,1,H"
"39915,20220106,1500,194,8.1,6.0,1.0,1,H"
"39915,20220106,1600,194,7.8,6.6,1.1,1,H"
"39915,20220106,1700,196,7.9,5.5,0.8,1,H"
"39915,20220106,1800,201,8.8,6.4,1.1,1,H"
"39915,20220106,1900,200,9.0,6.9,1.0,1,H"
"39915,20220106,2000,192,9.6,4.0,1.2,1,H"
"39915,20220106,2100,191,9.7,4.1,1.0,1,H"
"39915,20220106,2200,191,8.8,3.0,1.2,1,H"
"39915,20220106,2300,193,6.4,5.5,0.9,1,H"
"39915,20220107,0000,146,2.1,29.0,1.4,1,H"
"39915,20220107,0100,81,1.6,20.9,1.1,1,H"
"39915,20220107,0200,53,3.0,12.0,1.1,1,H"
"39915,20220107,0300,59,7.1,5.2,1.4,1,H"
"39915,20220107,0400,65,6.7,5.5,0.6,1,H"
"39915,20220107,0500,63,7.4,4.9,1.3,1,H"
"39915,20220107,0600,65,8.5,4.6,1.0,1,H"
"39915,20220107,0700,64,8.2,5.4,0.9,1,H"
"39915,20220107,0800,70,8.2,5.3,0.8,1,H"
"39915,20220107,0900,63,9.1,6.0,0.7,1,H"
"39915,20220107,1000,53,8.6,5.9,0.9,1,H"
"39915,20220107,1100,54,7.3,7.4,0.8,1,H"
"39915,20220107,1200,42,5.9,9.2,0.9,1,H"
"39915,20220107,1300,43,5.4,12.1,0.9,1,H"
"39915,20220107,1400,34,5.1,8.6,0.8,1,H"
"39915,20220107,1500,29,5.4,6.9,0.7,1,H"
"39915,20220107,1600,24,5.9,6.1,0.7,1,H"
"39915,20220107,1700,17,5.9,6.7,0.7,1,H"
"39915,20220107,1800,15,6.8,4.9,0.6,1,H"
"39915,20220107,1900,13,6.1,5.9,1.1,1,H"
"39915,20220107,2000,3,5.4,5.7,0.5,1,H"
"39915,20220107,2100,356,4.7,7.0,0.6,1,H"
"39915,20220107,2200,340,4.0,10.0,0.7,1,H"
"39915,20220107,2300,347,4.5,8.5,0.6,1,H"
"39915,20220108,0000,344,2.9,15.2,1.0,1,H"
"39915,20220108,0100,332,3.2,10.9,0.8,1,H"
"39915,20220108,0200,322,3.3,9.8,0.7,1,H"
"39915,20220108,0300,293,2.8,16.7,1.4,1,H"
"39915,20220108,0400,290,2.5,6.9,0.9,1,H"
"39915,20220108,0500,291,3.5,7.3,0.3,1,H"
"39915,20220108,0600,295,3.4,5.4,0.4,1,H"
"39915,20220108,0700,295,3.5,6.9,0.5,1,H"
"39915,20220108,0800,284,2.3,12.6,0.7,1,H"
"39915,20220108,0900,288,1.4,29.1,0.6,1,H"
"39915,20220108,1000,314,0.9,13.1,0.5,1,H"
"39915,20220108,1100,314,1.4,25.1,0.6,1,H"
"39915,20220108,1200,26,2.4,35.1,1.1,1,H"
"39915,20220108,1300,34,2.6,16.4,0.7,1,H"
"39915,20220108,1400,23,2.0,26.2,1.0,1,H"
"39915,20220108,1500,336,2.1,34.8,0.4,1,H"
"39915,20220108,1600,261,2.1,34.5,0.7,1,H"
"39915,20220108,1700,202,2.4,49.4,1.5,1,H"
"39915,20220108,1800,197,3.3,41.9,1.5,1,H"
"39915,20220108,1900,200,4.6,12.9,1.0,1,H"
"39915,20220108,2000,203,4.1,5.9,0.5,1,H"
"39915,20220108,2100,225,3.7,12.2,0.7,1,H"
"39915,20220108,2200,225,2.6,10.7,0.3,1,H"
"39915,20220108,2300,204,3.3,5.9,0.7,1,H"
"39915,20220109,0000,218,3.6,7.1,0.3,1,H"
"39915,20220109,0100,240,2.7,6.6,0.5,1,H"
"39915,20220109,0200,249,4.0,3.2,0.5,1,H"
"39915,20220109,0300,242,4.7,1.9,0.4,1,H"
"39915,20220109,0400,244,6.1,2.1,0.4,1,H"
"39915,20220109,0500,243,5.8,2.3,0.3,1,H"
"39915,20220109,0600,244,5.0,3.6,0.3,1,H"
"39915,20220109,0700,254,4.6,3.3,0.3,1,H"
"39915,20220109,0800,242,4.7,6.3,0.7,1,H"
"39915,20220109,0900,248,4.0,13.4,1.2,1,H"
"39915,20220109,1000,259,3.6,16.5,1.1,1,H"
"39915,20220109,1100,268,4.6,16.4,0.9,1,H"
"39915,20220109,1200,273,5.1,16.0,1.2,1,H"
"39915,20220109,1300,262,6.5,9.8,1.0,1,H"
"39915,20220109,1400,256,7.2,8.2,0.8,1,H"
"39915,20220109,1500,254,7.5,5.6,0.7,1,H"
"39915,20220109,1600,254,7.1,11.0,1.0,1,H"
"39915,20220109,1700,236,7.0,16.0,0.9,1,H"
"39915,20220109,1800,208,8.5,7.4,1.2,1,H"
"39915,20220109,1900,209,7.2,6.8,1.0,1,H"
"39915,20220109,2000,219,5.3,9.3,0.7,1,H"
"39915,20220109,2100,238,4.3,7.2,0.6,1,H"
"39915,20220109,2200,235,4.2,8.0,0.4,1,H"
"39915,20220109,2300,244,3.4,4.2,0.3,1,H"
"39915,20220110,0000,241,3.2,4.8,0.2,1,H"
"39915,20220110,0100,247,4.0,3.4,0.4,1,H"
"39915,20220110,0200,255,4.7,4.6,0.4,1,H"
"39915,20220110,0300,258,4.7,1.7,0.3,1,H"
"39915,20220110,0400,252,5.6,2.5,0.6,1,H"
"39915,20220110,0500,255,6.2,1.7,0.3,1,H"
"39915,20220110,0600,254,6.5,3.2,0.7,1,H"
"39915,20220110,0700,250,6.0,4.5,0.7,1,H"
"39915,20220110,0800,253,6.5,3.6,0.7,1,H"
"39915,20220110,0900,249,5.0,11.6,0.8,1,H"
"39915,20220110,1000,244,4.8,13.2,1.1,1,H"
"39915,20220110,1100,236,6.0,12.3,0.9,1,H"
"39915,20220110,1200,250,5.7,13.6,0.9,1,H"
"39915,20220110,1300,255,6.7,11.3,1.0,1,H"
"39915,20220110,1400,261,5.9,18.3,1.6,1,H"
"39915,20220110,1500,230,6.0,29.1,1.3,1,H"
"39915,20220110,1600,241,6.3,22.6,1.0,1,H"
"39915,20220110,1700,215,7.1,13.7,1.1,1,H"
"39915,20220110,1800,233,5.5,11.4,0.8,1,H"
"39915,20220110,1900,217,5.8,10.6,0.8,1,H"
"39915,20220110,2000,210,5.2,8.1,0.8,1,H"
"39915,20220110,2100,205,6.0,4.3,0.8,1,H"
"39915,20220110,2200,205,6.6,6.1,0.6,1,H"
"39915,20220110,2300,198,5.2,9.2,0.5,1,H"
"39915,20220111,0000,211,5.1,3.1,0.5,1,H"
"39915,20220111,0100,201,5.7,2.0,0.3,1,H"
"39915,20220111,0200,218,4.9,8.4,0.8,1,H"
"39915,20220111,0300,242,2.9,9.0,0.3,1,H"
"39915,20220111,0400,229,3.8,14.7,0.7,1,H"
"39915,20220111,0500,221,4.3,4.0,0.3,1,H"
"39915,20220111,0600,219,5.4,2.1,0.3,1,H"
"39915,20220111,0700,223,5.0,4.6,0.4,1,H"
"39915,20220111,0800,225,3.3,16.6,1.1,1,H"
"39915,20220111,0900,239,2.7,22.3,0.9,1,H"
"39915,20220111,1000,218,2.6,30.0,1.2,1,H"
"39915,20220111,1100,205,4.1,16.6,1.1,1,H"
"39915,20220111,1200,202,5.3,14.3,1.2,1,H"
"39915,20220111,1300,205,5.9,10.8,1.2,1,H"
"39915,20220111,1400,212,5.4,14.3,1.3,1,H"
"39915,20220111,1500,194,6.7,9.8,0.9,1,H"
"39915,20220111,1600,216,6.3,24.6,1.2,1,H"
"39915,20220111,1700,222,6.0,21.4,1.4,1,H"
"39915,20220111,1800,208,6.3,7.4,0.9,1,H"
"39915,20220111,1900,210,6.6,6.6,0.7,1,H"
"39915,20220111,2000,210,5.8,5.3,0.5,1,H"
"39915,20220111,2100,215,4.7,6.7,0.5,1,H"
"39915,20220111,2200,237,3.7,4.2,0.3,1,H"
"39915,20220111,2300,234,4.1,4.3,0.5,1,H"
"39915,20220112,0000,232,4.9,3.9,0.5,1,H"
"39915,20220112,0100,236,3.5,7.9,0.4,1,H"
"39915,20220112,0200,241,4.0,4.3,1.1,1,H"
"39915,20220112,0300,239,5.7,2.6,0.4,1,H"
"39915,20220112,0400,241,5.7,4.4,0.4,1,H"
"39915,20220112,0500,240,5.6,9.8,0.7,1,H"
"39915,20220112,0600,199,8.0,3.7,0.5,1,H"
"39915,20220112,0700,195,6.4,3.4,1.1,1,H"
"39915,20220112,0800,213,4.0,13.0,1.3,1,H"
"39915,20220112,0900,206,5.1,11.5,1.1,1,H"
"39915,20220112,1000,204,5.7,11.0,1.2,1,H"
"39915,20220112,1100,206,6.8,13.1,1.2,1,H"
"39915,20220112,1200,205,7.5,14.1,2.0,1,H"
"39915,20220112,1300,205,9.3,7.1,1.4,1,H"
"39915,20220112,1400,215,8.8,14.7,1.7,1,H"
"39915,20220112,1500,229,8.1,15.4,1.4,1,H"
"39915,20220112,1600,204,9.6,8.2,1.5,1,H"
"39915,20220112,1700,205,9.4,6.8,1.2,1,H"
"39915,20220112,1800,205,10.0,6.3,1.4,1,H"
"39915,20220112,1900,206,10.8,4.5,0.9,1,H"
"39915,20220112,2000,217,9.1,6.0,1.4,1,H"
"39915,20220112,2100,212,6.7,6.7,1.2,1,H"
"39915,20220112,2200,211,6.5,7.3,0.8,1,H"
"39915,20220112,2300,204,8.4,7.9,1.2,1,H"
"39915,20220113,0000,202,8.2,3.8,1.5,1,H"
"39915,20220113,0100,208,6.9,3.0,0.8,1,H"
"39915,20220113,0200,203,9.1,4.4,0.9,1,H"
"39915,20220113,0300,197,8.6,5.1,1.1,1,H"
"39915,20220113,0400,194,11.5,2.7,1.0,1,H"
"39915,20220113,0500,194,11.0,2.5,1.8,1,H"
"39915,20220113,0600,188,7.8,3.6,1.0,1,H"
"39915,20220113,0700,179,6.5,10.8,1.5,1,H"
"39915,20220113,0800,175,7.9,10.7,1.4,1,H"
"39915,20220113,0900,176,6.1,13.1,1.6,1,H"
"39915,20220113,1000,160,3.7,36.3,1.6,1,H"
"39915,20220113,1100,115,3.3,42.0,1.5,1,H"
"39915,20220113,1200,81,6.0,12.0,1.7,1,H"
"39915,20220113,1300,77,8.2,6.6,1.2,1,H"
"39915,20220113,1400,65,10.5,6.4,1.6,1,H"
"39915,20220113,1500,62,11.4,3.7,0.8,1,H"
"39915,20220113,1600,61,12.9,4.0,1.1,1,H"
"39915,20220113,1700,60,11.8,4.9,1.4,1,H"
"39915,20220113,1800,62,12.8,4.2,1.1,1,H"
"39915,20220113,1900,65,14.4,3.3,1.1,1,H"
"39915,20220113,2000,66,14.5,3.4,0.9,1,H"
"39915,20220113,2100,67,13.7,3.3,1.2,1,H"
"39915,20220113,2200,69,13.2,4.8,1.6,1,H"
"39915,20220113,2300,67,13.7,3.7,1.0,1,H"
"39915,20220114,0000,65,14.4,3.6,1.2,1,H"
"39915,20220114,0100,74,10.2,7.4,1.7,1,H"
"39915,20220114,0200,76,10.7,3.1,1.5,1,H"
"39915,20220114,0300,74,8.5,5.5,1.2,1,H"
"39915,20220114,0400,77,8.6,3.9,1.3,1,H"
"39915,20220114,0500,88,7.0,5.8,0.8,1,H"
"39915,20220114,0600,94,7.4,3.6,0.5,1,H"
"39915,20220114,0700,95,6.4,8.7,1.3,1,H"
"39915,20220114,0800,95,4.3,13.2,1.5,1,H"
"39915,20220114,0900,84,6.4,9.3,1.7,1,H"
"39915,20220114,1000,82,6.7,5.4,0.9,1,H"
"39915,20220114,1100,76,6.1,6.9,0.8,1,H"
"39915,20220114,1200,68,6.8,8.5,1.0,1,H"
"39915,20220114,1300,65,7.6,5.0,0.6,1,H"
"39915,20220114,1400,60,7.8,5.6,0.8,1,H"
"39915,20220114,1500,64,8.8,5.8,0.9,1,H"
"39915,20220114,1600,67,8.2,5.3,0.7,1,H"
"39915,20220114,1700,70,8.1,5.8,1.1,1,H"
"39915,20220114,1800,62,8.4,5.0,0.9,1,H"
"39915,20220114,1900,60,8.4,5.4,0.8,1,H"
"39915,20220114,2000,61,9.3,4.7,1.0,1,H"
"39915,20220114,2100,68,9.3,5.6,1.2,1,H"
"39915,20220114,2200,72,9.6,4.1,1.0,1,H"
"39915,20220114,2300,78,7.2,5.3,1.5,1,H"
"39915,20220115,0000,83,5.9,4.8,0.8,1,H"
"39915,20220115,0100,90,5.9,3.1,0.4,1,H"
"39915,20220115,0200,101,5.7,8.6,1.0,1,H"
"39915,20220115,0300,98,7.5,4.1,0.6,1,H"
"39915,20220115,0400,92,7.9,3.8,0.3,1,H"
"39915,20220115,0500,92,7.4,2.5,0.4,1,H"
"39915,20220115,0600,95,7.0,4.4,0.4,1,H"
"39915,20220115,0700,102,5.6,7.9,0.8,1,H"
"39915,20220115,0800,102,4.1,18.6,1.7,1,H"
"39915,20220115,0900,94,5.6,14.8,2.1,1,H"
"39915,20220115,1000,78,9.0,4.9,1.1,1,H"
"39915,20220115,1100,72,9.1,6.5,1.3,1,H"
"39915,20220115,1200,76,9.6,5.1,1.4,1,H"
"39915,20220115,1300,76,8.0,5.0,1.1,1,H"
"39915,20220115,1400,75,8.0,6.1,1.3,1,H"
"39915,20220115,1500,79,8.4,4.3,1.0,1,H"
"39915,20220115,1600,67,7.9,6.5,1.2,1,H"
"39915,20220115,1700,71,8.8,5.3,1.2,1,H"
"39915,20220115,1800,73,9.8,4.5,1.0,1,H"
"39915,20220115,1900,71,7.5,4.6,1.0,1,H"
"39915,20220115,2000,67,8.2,6.4,1.2,1,H"
"39915,20220115,2100,73,8.4,3.9,0.8,1,H"
"39915,20220115,2200,74,7.8,4.1,0.8,1,H"
"39915,20220115,2300,81,5.6,8.3,1.2,1,H"
"39915,20220116,0000,98,3.6,6.5,0.8,1,H"
"39915,20220116,0100,102,4.8,15.0,1.5,1,H"
"39915,20220116,0200,101,5.0,14.2,1.7,1,H"
"39915,20220116,0300,108,2.6,20.9,1.4,1,H"
"39915,20220116,0400,109,2.2,19.6,0.9,1,H"
"39915,20220116,0500,109,4.1,14.6,0.9,1,H"
"39915,20220116,0600,102,6.5,10.9,1.2,1,H"
"39915,20220116,0700,106,5.8,11.5,0.8,1,H"
"39915,20220116,0800,115,2.8,32.2,1.4,1,H"
"39915,20220116,0900,135,2.2,46.2,1.2,1,H"
"39915,20220116,1000,101,3.3,37.8,1.7,1,H"
"39915,20220116,1100,68,6.0,6.7,1.0,1,H"
"39915,20220116,1200,61,5.6,7.3,0.8,1,H"
"39915,20220116,1300,60,5.5,7.6,0.9,1,H"
"39915,20220116,1400,57,5.2,10.6,0.9,1,H"
"39915,20220116,1500,43,3.9,20.5,1.0,1,H"
"39915,20220116,1600,70,3.9,21.2,1.0,1,H"
"39915,20220116,1700,179,5.4,44.4,2.3,1,H"
"39915,20220116,1800,195,7.7,5.5,1.0,1,H"
"39915,20220116,1900,193,8.3,5.0,0.8,1,H"
"39915,20220116,2000,193,9.5,3.7,1.1,1,H"
"39915,20220116,2100,190,10.1,3.4,0.8,1,H"
"39915,20220116,2200,182,10.3,3.7,0.7,1,H"
"39915,20220116,2300,172,8.1,8.2,1.3,1,H"
"39915,20220117,0000,160,5.3,15.5,1.4,1,H"
"39915,20220117,0100,148,2.8,18.8,1.0,1,H"
"39915,20220117,0200,115,1.9,24.7,0.9,1,H"
"39915,20220117,0300,161,4.3,11.0,1.3,1,H"
"39915,20220117,0400,169,5.0,7.6,0.5,1,H"
"39915,20220117,0500,162,4.7,11.0,0.8,1,H"
"39915,20220117,0600,148,3.2,14.8,0.6,1,H"
"39915,20220117,0700,147,3.6,15.0,1.2,1,H"
"39915,20220117,0800,148,3.1,21.6,1.5,1,H"
"39915,20220117,0900,154,2.7,26.2,1.1,1,H"
"39915,20220117,1000,177,4.1,13.6,1.0,1,H"
"39915,20220117,1100,193,5.7,14.0,1.1,1,H"
"39915,20220117,1200,202,7.1,11.8,1.2,1,H"
"39915,20220117,1300,197,9.8,5.9,1.3,1,H"
"39915,20220117,1400,204,9.3,7.2,1.3,1,H"
"39915,20220117,1500,204,10.3,5.9,1.5,1,H"
"39915,20220117,1600,207,12.3,5.5,1.4,1,H"
"39915,20220117,1700,211,11.6,4.8,1.3,1,H"
"39915,20220117,1800,211,13.1,4.3,1.0,1,H"
"39915,20220117,1900,212,13.1,4.8,1.0,1,H"
"39915,20220117,2000,215,10.8,5.9,2.2,1,H"
"39915,20220117,2100,218,9.2,5.0,1.2,1,H"
"39915,20220117,2200,218,10.0,3.8,0.8,1,H"
"39915,20220117,2300,214,11.3,4.1,1.4,1,H"
"39915,20220118,0000,212,13.0,3.4,0.9,1,H"
"39915,20220118,0100,208,12.0,3.9,1.2,1,H"
"39915,20220118,0200,206,9.9,4.6,1.5,1,H"
"39915,20220118,0300,204,10.5,3.9,1.3,1,H"
"39915,20220118,0400,207,9.8,5.2,1.3,1,H"
"39915,20220118,0500,208,9.1,5.0,1.4,1,H"
"39915,20220118,0600,202,9.4,3.6,1.0,1,H"
"39915,20220118,0700,200,8.5,5.9,1.4,1,H"
"39915,20220118,0800,206,7.5,4.8,0.8,1,H"
"39915,20220118,0900,206,7.9,6.8,1.1,1,H"
"39915,20220118,1000,209,6.8,9.5,1.1,1,H"
"39915,20220118,1100,205,7.7,8.6,1.1,1,H"
"39915,20220118,1200,207,7.6,8.9,1.1,1,H"
"39915,20220118,1300,213,7.0,10.5,1.3,1,H"
"39915,20220118,1400,242,6.4,24.5,1.3,1,H"
"39915,20220118,1500,260,6.9,11.4,1.2,1,H"
"39915,20220118,1600,236,6.7,27.2,1.2,1,H"
"39915,20220118,1700,215,6.8,9.4,1.0,1,H"
"39915,20220118,1800,211,7.7,9.0,1.1,1,H"
"39915,20220118,1900,207,7.9,6.3,0.8,1,H"
"39915,20220118,2000,207,9.2,4.3,1.0,1,H"
"39915,20220118,2100,213,7.1,6.3,1.6,1,H"
"39915,20220118,2200,210,6.1,6.6,0.6,1,H"
"39915,20220118,2300,209,5.9,7.4,0.8,1,H"
"39915,20220119,0000,207,6.8,2.3,0.3,1,H"
"39915,20220119,0100,212,5.5,4.5,0.9,1,H"
"39915,20220119,0200,213,5.7,3.2,0.4,1,H"
"39915,20220119,0300,208,5.9,2.7,0.4,1,H"
"39915,20220119,0400,206,6.3,3.0,0.5,1,H"
"39915,20220119,0500,200,5.4,3.5,0.3,1,H"
"39915,20220119,0600,200,4.3,3.1,0.2,1,H"
"39915,20220119,0700,210,3.0,2.0,0.5,1,H"
"39915,20220119,0800,226,1.7,14.0,0.4,1,H"
"39915,20220119,0900,258,2.0,26.9,0.9,1,H"
"39915,20220119,1000,267,2.8,24.5,1.0,1,H"
"39915,20220119,1100,261,2.3,41.2,0.9,1,H"
"39915,20220119,1200,244,3.2,40.5,1.4,1,H"
"39915,20220119,1300,230,4.0,25.7,1.5,1,H"
"39915,20220119,1400,218,4.7,21.1,1.2,1,H"
"39915,20220119,1500,265,6.2,13.8,1.1,1,H"
"39915,20220119,1600,265,6.8,7.9,0.9,1,H"
"39915,20220119,1700,260,7.6,7.0,0.8,1,H"
"39915,20220119,1800,248,7.2,10.4,0.8,1,H"
"39915,20220119,1900,237,6.9,8.7,0.7,1,H"
"39915,20220119,2000,222,6.3,5.7,0.8,1,H"
"39915,20220119,2100,229,5.8,4.6,0.6,1,H"
"39915,20220119,2200,233,4.7,4.5,0.8,1,H"
"39915,20220119,2300,254,3.2,10.3,0.5,1,H"
"39915,20220120,0000,256,3.1,5.4,0.4,1,H"
"39915,20220120,0100,264,4.5,6.7,0.4,1,H"
"39915,20220120,0200,273,5.6,4.0,0.5,1,H"
"39915,20220120,0300,267,6.6,3.1,0.4,1,H"
"39915,20220120,0400,268,7.2,2.4,0.3,1,H"
"39915,20220120,0500,279,7.4,4.9,0.4,1,H"
"39915,20220120,0600,274,7.7,2.1,0.2,1,H"
"39915,20220120,0700,275,7.6,3.1,0.6,1,H"
"39915,20220120,0800,273,7.2,5.3,1.1,1,H"
